reviewerID,asin,reviewerName,helpful,reviewText,overall,summary,unixReviewTime,reviewTime
A1WNM3PI4QSUCB,B000EEN9OG,MrGizmo,"[9, 10]","Depending on the amp and guitar you have, this pedal is going to either really be great or be a bummer. It sounds terrific with my fender strat (single coil) Danelectro (lipstick pickups) on my solid state amps, giving them a warm tube like overdrive.It sounds terrible on my tube amp and my vintage silvertone amp, it really sounds aweful with my 1980's Kramer, loaded with humbucker pickups.You'll either love it or hate it! That will decide mostly on the type of guitar and amp you use, it's a different pedal with every combination.",4.0,On some amps it smokes and other amps it fizzles,1329955200,"02 23, 2012"
A1WSFFFG0SL1XJ,B0002GXZK4,Yap,"[3, 3]","well.. First of all, I am a beginner.. I do not know anything about guitar... I saw that some people complain about the corroded strings and buzzing frets... Mine came yesterday and I am afraid that it would have issue, so I brought it to school and let my professor checked for me.. It surprised me because mine does not have any issue at all.. The string does not corroded, but I changed mine anyway. The fret does not have any issue at all.. and the Truss rod adjustment is perfect.. The action is low and the guitar structure is perfect. When my professor starts playing it, he was surprised by the sound it produced. He thought the guitar cost $300 above!!... He also bought one this morning...haha...anyways, I buy it from amazon and the packaging is great!!...My guitar comes in a perfect condition, and I strongly recommended this guitar for anybody!!...",5.0,Great Guitar for both beginner and expert!!..,1342742400,"07 20, 2012"
A1WSJ7PT9GTD6B,B0002GXZK4,OMEB,"[0, 0]","A value and a half. If you need a beater this is it. It plays great,  great fret job and solid tone. Have recommended to several students. This guitar pays better than some 3 times is value!",5.0,Great value,1382400000,"10 22, 2013"
A1WSJ7PT9GTD6B,B000CD1R84,OMEB,"[0, 0]",I purchased this to help unclutter my desk with some of my recording gear. This stand is very stable and useful! So if you want a cheap way to rack your stuff this is the way to go!,4.0,Solid for a Desktop,1313280000,"08 14, 2011"
A1XNCV67JBJVF7,B0002F52EW,Sam Beckett,"[1, 1]","I am a professional musician, keyboard player, and keyboard collector (mostly vintage poly analog, but also a ton of mono phonics, modulars, and built your own kit units (shrugging, ambik-) etc - not that that has a lot to do with a pedal, however, I do live the life of a person surrounded by keyboard instruments that I use to make my living.  have purchased every brand and style of pedal (for the purpose of this, we'll stick with sustain.).Compared to other units, it is heavier than most and I find the point where sustain engages to be just about right comparing electronic to acoustic.  It is just an on/off switch, so no half modeling here,The only reason I gave this unit 4 stars instead of 5 is because Yamaha decided not to include a polarity switch and alienate perhaps 20% of the market who will get home and , if they hadn't thought to check, may be stuck wi a pedal that sustains when not being used and stops sustaining when pressed.  A backward sustain pedal is not fun.  Many manufacturers include a simple polarity reverse  switch that would eliminate that potential headache.These days, most keyboards have the option to switch polarity internally either thru a global bemusement or by sensing whether the pedal is engaged at startup and adjusting accordingly (never press the sustain pedal while turning your keyboard on, you may very well cause an issue you don't expect and are confused by - turning on and off again without the pedal depressed will clear everything up in those cases.)So - build quality, excellent.  Durability - excellent (I've had a bunch of cheaper pedals - used on stage - break  at the switch point or at the jack), this Yamaha endures.  Design - some older pedals used to have a flip out rubber footrest that was supposed to make the pedal more secure- I don't see that much anymore, but, so long as you aren't on glossy hardwood, this will stay I place with no issue.I've read a few reviews that give this pedal a bad rating because of what appears to be a change in a global setting on a keyboard, or something similar,  All a sustain pedal consist of is a momentary contact switch, engaged when contact is made by depressing and completing the circuit, and disengaged when the pedal is released.  There are no electronics - so - if it doesn't work, there are three points to look at 1) unscrew the jack and be sure that the wires coming from the pedal are all  connected to the metal posts inside the housing. There are usually two wires of differing color.  if one is disconnected, the pedal will cease to function (and, in rare instances, cause the keyboard to sustain all notes indefinitely.  This is easily corrected with a soldering iron and a bit if solder - jacks are points of strain so it isn't inconceivable that a wire could come disconnected. 2) The switch itself it either out if adjustment or is damaged.  The switches in the Yamaha pedals are of good quality and unless you received a faulty part, would be unlikely to wear out with normal use. I have, however, needed to take the pedal apart and made an adjustment.  this was easy and a quick fix, even with limited tools.  The third option is 3) the keyboard has had a change in a global setting causing the pedal t operate in reverse.  This can be corrected by consulting your owners manual and reading whether your keyboard has a software polarity &#34;switch&#34;, if it senses on startup, or if you pedal simply stopped working altogether - doing nothing At all - it is #1 or 2 or a problem with the jack on the keyboard (HIGHLY unlikely,,but I've seen it happen.). Hopefully this helps some who have posted questions.To conclude - a nice pedal for the money, much better build than the m-audio (decent, just not as nice as the Yamaha - certainly not a bad unit)/on stage (if they can't get most of their mic stands right, I don't trust them with even basic electronics...) or generics.",4.0,"Heavy duty, well constructed single tongue pedal.",1378080000,"09 2, 2013"
A1XXS0OSY2JLHW,B0002E3FCO,Joyfulsinger,"[0, 0]",I use this everyday.  It has prolonged the life of my equipment and improved the quality of my vocal productions,5.0,Everyday use.,1356393600,"12 25, 2012"
A1YAR5PTXNRA7X,B0002E3DNK,"JF ""sailing enthusiast""","[0, 0]","I've bought 4 of these over the past couple of years.  I wanted a stand that is pretty solid but also had a clamp to hold the guitar that I could use one handed.  It gives me piece of mind that somone won't just brush up against a guitar and damage it.  I've noticed that it has been backordered on several sites, so I expect that there are a lot of other people who really like it too.",5.0,Just what I needed,1398384000,"04 25, 2014"
A1ZRXGT8QJXGET,B000KIPT30,"Bob Denton ""BDAZ""","[0, 0]",Perfect for remote recoding with up to 4 head sets. Clean amp and plenty of gain at  a great price.,5.0,Compact addition for a Tascam Porta Studio,1382227200,"10 20, 2013"
A1ZV3RNQH852U2,B0009K9MUA,Grenics,"[0, 0]","I love these hanging Hercules Guitar Hangers!  The work wonderfully.  When you place your guitar into the hanger, little supports turn in to each other creating a safe secure hanger.  Works great in studs, drywall, and stucco (with the correct hardware of course).",5.0,There is no other way to hang a guitar,1348358400,"09 23, 2012"
A1ZXTQA6K1YOJ0,B0009RLE5Y,Brian Mark,"[0, 0]","I was concerned when I bought this that my microphone stand would be prone to tipping over since there isn't a counterweight. However, not only does this thing lock in tight and not slowly tip down like other boom stands I've used in the past, but it hasn't tipped over yet after quite a bit of use.",5.0,My concerns were unfounded,1393545600,"02 28, 2014"
A202CZ4PJH83G4,B000ARH3M6,Tinfoot,"[1, 1]","Just got my stand today... the QUICKEST delivery EVER with the Super Savings free shipping selected that I have ever experienced!  Go go, Amazon!  lulz  Anyhoo, I have two banjos and a mandolin that I purchased this for.  I looked about for quite a bit at various sites, reviews, prices, etc, and pretty much Hercules got the best reviews everywhere (although admittedly I hadn't really wanted to shell out over 50 dollars).  Yet this tri-stand really looked good with a solid general review, and I am rather tight for space overall (think trailer home size).  I wanted a way to hold my instruments in one place without having to work around gig-bags or hard cases taking up limited 'living space'. As it stands (figuratively and literally), the Hercules Tri-Stand does the job excellently with the two banjos.  All three instruments are varying heights, the resonator bluegrass banjo being the longest, and (naturally) the mandolin being the shortest, with a open back clawhammer banjo in the middle.The three 'back-rest' fold outs are static, attached to a center ring, and you ""can"" adjust them independently a *little up and down*, but not to compensate for such a length difference between a bluegrass banjo and a mandolin.  However, the mandolin is a really lite thing, so I suspect it will be fine just hanging there by the peg head without a 'back-rest' as long as the stand isn't jostled around.  In my own case, aside from two rather lazy cats and pending no sudden hip-smash-oops by me, that shouldn't be an issue.  And of course, considering I am looking at a possible third banjo, the mandolin may just go live in its case after all...Now a word about open back banjos, if you are considering this stand... First off, no, I was not going to rest the coordinator rod against the 'back-rest' (just seems like a bad idea).  What I ended up doing was adjusting the 'back-rests' so the resonator of the bluegrass banjo rested about an inch up from the bottom, allowing the open back to rest on the other side ON TOP of the rest, along the lip of the banjo rim, at the edge of the rest foam where it begins to curve out and down. The tail-piece nut is in between the two foam pads without touching a thing.  Seems pretty solid in this position while still engaging the weight clamps up at the top.I give it 5 stars mainly based on the excellent quality of the stand and the fact that it is the ONLY three instrument stand worth any kind of hoot I have been able to find.  Its not the absolute perfect thing for my own application (would need the three 'back-rests' to be independently adjustable in height for that), but overall I am extremely pleased with it.",5.0,2 Banjos and a Mandolin,1314576000,"08 29, 2011"
A204ETWOV23HO4,B000068O1N,"David J. Huber ""Addicted to books!""","[0, 0]","These are solid cables -- tight fit in receptacles, no introduction of noise, and no discernible loss of signal. Especially considering the price, these are brilliant. I was like some of the reviewers wondering if such an economical cable could be any good, but I trusted their judgment and gave these a try and so count me in among those who weren't sure but have become convinced that Hosa knows how to make a great cable, and to do so without the need to charge Monster Prices.",5.0,They work great,1373500800,"07 11, 2013"
A2074KEJGRYJV4,B000068NVI,hcross,"[0, 0]",This was exactly what I was after. I have a voice touch and needed a small cord to connect the mic to the voice touch and this was perfect. Before I used a 20 foot cord to go about 12 inches. I highly recommend this for those who keep the mic on a stand and have a voice touch or other stand connected device for vocals.,5.0,Great little cord,1379289600,"09 16, 2013"
A2074KEJGRYJV4,B0002E2KPC,hcross,"[0, 0]",Liked this capo it worked fine. You can double this as a hand exercise device since it has a great amount of tension.,4.0,Good Capo,1379289600,"09 16, 2013"
A2074KEJGRYJV4,B0002KYXTM,hcross,"[0, 0]",Great foot switch that is easy to use. I figured out that the whole body lifts up to expose the battery compartment. Wish they had put that in some instructions. If it's there I missed it.,4.0,Easy To Use,1379289600,"09 16, 2013"
A20OBCQWBKCGZT,B0002F7K7Y,Flaherty,"[0, 1]",My son has been a guitarist for seven years and loves these strings. Not a single one has broken since he started using these three weeks ago. These strings tend to repel the dirt and dust even with heavy play the strings look very good. He has been getting less callous on his fingers. The tone produced by these stings is very good especially considering the low price. My son has a very heavy hand but these strings are well made and withstand play from any style.,4.0,"Long lasting, little pain",1331683200,"03 14, 2012"
A217QN6PDMKS1A,B0000AQRST,Steve,"[0, 0]","I use this for recording guitars as well as live vocals.  I've knocked this microphone around a decent amount, and it is plenty rugged.  I couldn't be happier with it.",5.0,The standard,1381276800,"10 9, 2013"
A21N9ACLVOMDLP,B0002GIW3Y,Adam G,"[0, 0]","I have a Taylor GA4E.  The elixir strings that came with it had nice bass, but were very bright.  I tried some martins, ej16's which I love on my Seagull S6.  However, those strings just didn't have enough bass and too much highs.  I bought these recently and I love them.  They are much better then the original strings.  Very rich bass that really comes out.  The highs are well balanced and still shine through without being too bright.  My one complaint is that the mids sound a bit muddy to me.  Anyway, the best sounding strings with the setup I have.  Now off to buy some different bridge materials.EDIT: 9-22-12I also put these on my Seagull Mini jumbo and wow! Every time I come back to it after several weeks, I forget that I put the 600Ls on it.  Then I pick it up and wonder why it sounds so balanced and nice supporting bass and realize they are John Pearse strings.  Worth every penny.",5.0,Very nice.,1340668800,"06 26, 2012"
A2206923NH9ZDI,B0002IHP0S,Texas Buyer,"[0, 0]",Fits all standard mike stands.Stays where it is supposed to.The perfect accessory for the stage or studio.Will buy some more.,5.0,Good quality universal pick holder.,1367884800,"05 7, 2013"
A22SZV0N4O2FQM,B000EEJF4O,"Amazon Customer ""remo""","[6, 7]","I have a gibson les paul that I bought used. When it arrived the fretboard was in good shape, but very dry. I first tried lemon oil and it would work, but in about a week the fretboard would feel dry and have an ashy color to it (its rosewood). So I started looking for another solution and found the Gerlitz Guitar honey.I ordered it and applied it.  A few hours later I restrung my guitar and started playing and didn't care for the way the fretboard felt. I think it is because the guitar honey is a little thicker than lemon oil and it felt a little slimy because it wasn't completely dry. I decided to give it another 24 hours.The next day the guitar neck looked and played great. It is a darker color than any of my untreated rosewood fretboards and plays like a champ. Bends and slides are smoother than ever.Great product and one that I will continue to use. If you need a quick treatment before a gig or something, I would recommend lemon oil because it dries quickly. But I would use this in every other regular maintenance situation.",4.0,"Great conditioner, better than lemon oil",1287273600,"10 17, 2010"
A22Z554ZQ8NFPC,B0002E3CHC,"AF ""Whigs""","[2, 2]","I've used D'Addario strings for many, many years without problems - both acoustic & electric.  I've tried these coated strings in the past, and I actually prefer them to Elixir because they feel more like regular strings - the wrap is coated, rather than a sheathe being placed over the entire string, like on Elixirs.Do they last longer?  Probably.  Even when I'm in situations where I'm gigging regularly I rarely change strings more than every few months, just because I don't see the need.  I think the main benefit to coated strings is if you have guitars that you can't play regularly the strings won't corrode.  But these sound great and feel fine, and the're the least expensive coated strings I've found.  I've always found D'Addario quality to be great.",5.0,Good strings,1299024000,"03 2, 2011"
A23HJIRA5PIMG0,B00074B67A,"Michael A. Rammel ""sixxstring""","[0, 0]","I really like it!!!!!  You have to have a Levy's strap to use this but since they are the most durable and comfortable I already own two of them. I never have to worry about the transmitter hitting the floor. I check the battery level when I am not playing, the strap goes over the leds, but that is a minor issue. Most good wireless transmitters only use one or two batteries. I always use new ones so I know I have way more juice then I need for my practice or whatever.This is very ruggedly made I think it will last for ever.",5.0,I have an AKG WMS promini And this fits it perfect!!!,1347926400,"09 18, 2012"
A24AQ24CD6865K,B0002E1NQ4,"Rick from Westport, MA","[0, 0]","This is the most comfortable strap I have ever used.  I have been a guitarist and bassist for over 40 years and although I have only been playing banjo for a short time, this IS the most comfortable strap I have ever used.  The clips look solid and so far they are solid.",5.0,Great strap,1379548800,"09 19, 2013"
A24JUT24W1K3CV,B0002GMGYA,Mr Tall,"[0, 0]","I own several of these cables in various lengths and am very pleased with the quality and performance of them. I use this particular length cable for patching various pieces of audio gear in a rehearsal space or for plugging into a direct box on stage.The ends are solid when connected and the cable material itself is very 'slinky', i.e. not stiff or difficult to work with like some other cables tend to be.And a lifetime warranty on the cables is a great addition at this price.",5.0,Great Quality Cable,1301443200,"03 30, 2011"
A24VMSBJAWFRCP,B000CBE3G4,Shawn,"[0, 0]","Is the the best pedal ever? Not even close. Does it do EXACTLY what you want a simple slap-back echo/reverb to do? Absolutely! I almost always have it on just to add a little depth to my synth or guitar sound. It can give you a decently wet surf-ish sound or a fast delay, rockabilly sound. It's not super versatile but if you're looking for a little depth and color for under $20 then this is what you need.I mean, COME ON! It works, it's cheap, and it doesn't take up much room on your pedal board!",4.0,Price is no reflection of quality for this little guy!,1397088000,"04 10, 2014"
A25ZBYVW8ZINLM,B0002E1NNC,Randy V. Brown,"[1, 1]","What you gain in string life with these strings you loose in tone. I'm not saying the tone is bad, but it's not as good as quality strings with no coat. That having been said, I'm pleased with them as a string for guitar practice. They last for months without a change in tone. I don;t play much in public venues, so it is not a problem for me to change strings when I do.",4.0,I'd Probably Buy These Again,1389139200,"01 8, 2014"
A26GUM1C5M1E51,B0002M6CW6,Igor B.,"[1, 2]",Ernie Ball 2223 Super Slinky Electric Strings -.009-.042 set is very good opportunity to replace the original strings on your new guitar.Recommend it.,5.0,Ernie Ball 2223 Super Slinky Electric Strings - .009-.042,1374364800,"07 21, 2013"
A26JHKA8SNXV6P,B0002GIRP2,ffsalsa,"[0, 0]","Again these microphones are made for studio I use it live, again you have to have a good PA System for these to work great. Great microphone if you want to really sound like a real singer, this is the top of the top. Thank you Amazon.",5.0,ffsalsa@yahoo.com,1385942400,"12 2, 2013"
A26M5O53PHZTKN,B0002E1O7W,"Debs ""peanut""","[2, 2]",I have used these strings for years and this was a great price. Shipping time was good.,5.0,best price,1226620800,"11 14, 2008"
A26SN2CVQM4FKM,B0002CZSJO,bayou bob,"[0, 0]",a couple of bucks more than dunlop...which i have not tried..i own a couple wish they were cheeper i would have one in each case..but it works fine..and is well made...arrived on time..enjoy,4.0,this was recommended to me by my teacher,1402444800,"06 11, 2014"
A26SN2CVQM4FKM,B0002D0CEO,bayou bob,"[0, 0]",arrived on time..packaged well. happy with purchase...they are your regular picks..will order again if needed. happy with purchase. hope you enjoy em...,4.0,good picks,1403913600,"06 28, 2014"
A27AD1FFGBVFY0,B0002D0JZ6,RobE,"[2, 3]","The previous reviews are pretty accurate, though I would add that when the Pignose cabinet is closed, it can often sound rather boxy. It sounded much clearer and cleaner when it was opened a couple of inches.As for using pedals with it, it will take distortion to a degree. It reaches a point, if pushed too hard, at which the definition of the distortion will begin turning mushy and shrill. You can use a distortion + overdrive to decent effect, especially if you are running a cleaner sounding OD like a Tube Screamer. I don't think it would do so well with a Bad Monkey, for example, though, which has more dirt in the tones it produces. I don't have a fuzz box (not yet, but have one on order), but I think most fuzzes will sound like crap unless you use a relatively cleaner, sweeter one like the Red Witch Fuzz God or the Seymour Duncan Tweak Fuzz. Otherwise, you will hear too much ground asphalt in the sound.My wah wah, a Morley Power Wah, was almost useless with it. The limited frequency response of the 5"" speaker made it sound overly throaty on cleans and when I put the boost in the shrillness would show itself again.A chorus pedal sounds totally sweet on it, but a phaser, in my case, a Phase 90, just destroys the sound. A flanger is also not really advisable. You can use delay, just not with very rapid repeats. Putting a compressor in front of your clean signal would probably make it more manageable for the Pignose' speaker. I just bought a Dynacomp, but haven't tried it on the piggy.This is a good cheap first amp to buy for a youngster who is just beginning their journey on guitar and for practice when you are on the road on vacation or business. Once the young 'un seems dedicated, though, it is time to think about moving up to a VOX AC15C1 (note: that amp can do hard rock fine, but not high gain metal) or an ENGL Screamer. I personally can't imagine recording with it, but Y guess that would depend on the engineering skills available to you.",3.0,Using Pedals With it is a Mixed Bag,1309219200,"06 28, 2011"
A27PF2GVKMJSAA,B0002D0CQC,ultravega,"[0, 0]","The tips of my fingers often get pretty dry and cracked, especially when I've been playing a lot.  The problem, at least for me, is that pieces of the dead skins sometimes catch on guitar strings making slides, bends, and pull-offs less fluid.  A few strokes of GHS makes the fretboard give me a much smoother playing experience.  An alternative would be using Vaseline on my fingers, but that would probably be terrible for my fretboard.  Also, I sometimes use an Emory board to smooth my fingertips which helps, but I'd rather do that as little as possible to keep callouses strong.  GHS allows me to minimize that.",5.0,"Use this to shread, great for cracked/dry finger tips",1367884800,"05 7, 2013"
A280VP2CL6ZFZZ,B0002D0CEO,Chava Perez,"[0, 0]",I know that pick choosing is a personal matter. I choose this specific model because the thickness and flexibility are perfect for me.,5.0,Cool,1391040000,"01 30, 2014"
A28DVY0Q6PPO1J,B0002PBS6S,Tatiana Montenegro,"[0, 0]","the only strings I get are Ernie Ball strings. Really reliable, great sound, got no complaints here really. Ernie Ball knows how to do strings",5.0,strings,1360540800,"02 11, 2013"
A28X8QQ97HM6CX,B0002H0A3S,"Robert M. Koretsky ""DIYer""","[0, 0]","I agree with all the other 5 star reviews, the quality of these strings is excellent.They last with great tone for a reasonable time, and don't break.I just have a helpful hint for those people with little experience in re-stringing an acoustic guitar that has removable bridge pins. Put a crimp or bend in each string about 3/4 of an inch or so from the ball at the end, about 45 degrees from the straight portion of the string, fairly sharp. Just beyond or just on the wound portion that holds the ball on. Then push the ball into the hole and make sure the crimped portion of the string is slid up against the wall of the hole closest to the neck of the guitar, out of the way of the pin. Then slide in the pin and make sure the ball is not resting on the bottom of the pin! The pin should fit tightly into the hole, and the crimp you made in the string keeps the ball on the side of the pin, not below it. Each pin has a groove in it where the string passes into the hole on the side of the pin. After pushing in the pin, you can pull on the string in the direction of the nut, and the ball should be pressing the pin sideways in the hole, keeping it tight. It may be under or on the side of the bridge inside the guitar, but I can't see in there to verify this is so, but I know that the ball is pressing sideways on the pin! Not upward.Hope this helps some novices, I had to learn it this way myself.",5.0,Helpful hint during re-stringing,1353456000,"11 21, 2012"
A29GXZXORG2DS0,B0002D0CEO,Princessdeo,"[0, 0]","These guitar picks are just the best. Simply put. They are easy to grip onto, even when your hands are sweaty from rocking out all day. Highly recommended. I will never use any other guitar pick other than a Dunlop Tortex. I use the green 88mm picks, and also the orange 60mm ones. I recommend you buy both the green picks and orange picks. Great for beginners or the pros.",5.0,simple the best,1293667200,"12 30, 2010"
A2A039TZMZHH9Y,B0002IAJ56,"Bill Lewey ""blewey""","[1, 1]",compact heads allow more pedals to be loaded onto your overpriced pedal board.  the quality is good. I like how they are easy to take apart and modify and put together again.  very handy for making it all just right.  I will buy these again for sure.,5.0,"compact, thats what you want",1356048000,"12 21, 2012"
A2AWJRUEY9IG4B,B0002E1O2M,TonyTee,"[0, 0]","These are perfect. Hard to beat strings. They last, keep in tune, and keep their tone. They don't need any string cleaners either. So you can save money on that. An obvious noticeable difference between the Medium gauge and the Light is that these Medium gauge are not recommended if you like to finger-pick a lot.  But boy.... Are they bright! Enough to blow the spruce tops from pine trees!",4.0,Great guitar strings,1374969600,"07 28, 2013"
A2B1KICX3RPRX3,B000B6DHB2,"ng11 ""ng11""","[0, 0]","This is a fun little practice amp about the size of a large sandwich. Three knobs, volume, tone and gain give it a little versatility. Runs forever on a nine-volt battery. I keep mine next to the couch so I can always plug in and have some fun. It's small but it can also be quite loud of you want it to be.Overall a great little deal for the price. Stop waiting and grab one, you can't go wrong.",4.0,Great little mini practice amp!,1399852800,"05 12, 2014"
A2B3XQ4FCJTKHQ,B000BBRZ3S,"Larry G. Kent ""Jawbone""","[0, 0]","What can I really say! Tunes my entire arsenal.From. Cigar Box Guitar, 3 string Strummers, Tacoma Papoose, andmy brand new Laguna 6 string..Getting ready to make few Uke's and it will Tune them also..Need a all n one Tuner, buy this or an I-Phone? The Korg is the perfectTuner..",5.0,Korg Tuner Review,1269734400,"03 28, 2010"
A2B5LSF5V85SZA,B0002D0CEO,bobby 12333,"[0, 0]","I bought the .73 mm picks & I would consider them medium thickness. If you like lighter get the smaller thickness or if you like heavy go for the larger thickness. The .73 mm is right for me, I really like them.",5.0,Great Picks,1371254400,"06 15, 2013"
A2BRKLV7FQ1HVS,B0002GXF8Q,"Austin Garcia ""Mr. Garcia""","[0, 0]",Hm. I received this. I opened this. I've used it. I also use it. This product seems to be a pretty good product.,5.0,On Stage Foam Ball Mic Windscreen,1356048000,"12 21, 2012"
A2C7BOQVFH1HLE,B0002D0CKI,Frederick Baptist,"[3, 5]","The thing about picks or plectrums if you prefer is that they are really a matter of preference and once you pick one (no pun intended) you should try to stick to it and get used to it through practice.  I've used many different types of picks over the years and I've not found the ideal one for me until recently when I decided to use a SilverPick which is basically a standard triangle thin design but made of silver which I find fits my needs the best and so far it's just a case of getting used to it.  This particular Dunlop pick is as described being fat, stubby and sturdy with a nice grippable centre and if you are the kind of lead guitarist who uses a lot of pinch harmonics this pick will be good for you as the maximum grip and most comfortable holding position exposes very little of the pick face.  The hardness will make it good for fast playing but the thickness also makes it difficult to get a firm grip too and the very small size makes it easy to lose your grip if you hit the strings too hard.  This makes it unfit for bass players and for strumming although you could get used to this for lead guitar playing.  For me though, I'll keep this among my collection of picks for use but it's not my default or preferred choice for play.",3.0,"Small, Hard, Good for Lead Guitarists Only!",1230940800,"01 3, 2009"
A2CA4YBYSETM02,B0002F7IIK,Operafanatic,"[0, 0]",I love these string swings!  My guitars are now out of their cases and up for display.  I have 3 in my home:  2 for guitars and 1 for a ukulele...and I'm planning on buying 25 of them for my school ukulele program.  They look great up on the wall.,5.0,Great way to show off your guitars!,1395014400,"03 17, 2014"
A2CARFAX5FNQT9,B000EELFTW,McEldoy,"[0, 0]","Great harmonica rack, for smaller harps.  Very strong in the set when worn.  A must have for any folk player.",5.0,For when hands are busy elsewhere,1355356800,"12 13, 2012"
A2CCGGDGZ694CT,B0002E1H9W,b carney,"[7, 7]",Everything from the string cleaner to the polish works very well.You have to be very careful with the fretboard cleaner because it will dry out the fretboard but the conditioner is included and can be applied after.The string cleaner does not really leave much residue and really does help with string noise.You wont be let down.Dunlop makes good quality products.,5.0,This cleaning kit is great,1326499200,"01 14, 2012"
A2CKMJU4WD3XDE,B000BUDO48,Evan Anderson,"[32, 41]","This guitar stand does NOT find hidden treasure. It does NOT hypnotize beautiful women. It does NOT fix your transmission. It does NOT tell your boss to give you a raise.It just holds onto your guitar when you don't see any reason to put into a case. It's sturdy, reliable and to the point. No gimmicks, nothing flashy. Just a guitar stand that is reasonably priced. If you need one, might as well be this one.",5.0,"In Soviet Russia, guitar stand holds YOU! =D",1208822400,"04 22, 2008"
A2CMX45JPSCTUJ,B0002GYYD6,SoundSteeler,"[0, 0]","This pedal is OK, it has all you need in a reverb, the controls are simple and the sound is good, there are other much more expensive units, but this pedal can be compared to those expensive units, the sound is digital clear and the features are basic, it is worth to have one to have fun with, I recommend this product, DigiTech quality is top of the line so you dont have to worry about it, in general a very good unit.",4.0,DigiVerb...another reverb pedal,1315353600,"09 7, 2011"
A2D0F87RY5YMHN,B000978D58,Levis Ouellet,"[1, 1]","I am totally satisfied with the stand.  I had some misgivings after reading some negative reviews on Amazon but this stand serves me well.  The misgivings I had was with the extra weight I intended to place on it with my tablet stand equipment and the Samsung tablet.  However, I am very happy to report that it handles the extra weight very well and does topple over even when the boom is extended with the mic and space needed for the tablet and guitar playing.  I easily reommend this Item.",5.0,On Stage Stand MS7701,1361923200,"02 27, 2013"
A2D8OM8XL872DO,B000BUGNNM,"M. Platt ""UpIrons""","[6, 6]","I have an ESP guitar with a slanted headstock that had a hard time fitting into the gig bag that the music store threw in when I got the guitar. After buying a line-6 pocket pod and some good studio headphones there was simply no room left in that old bag.Found this bag and liked the fact that it has so many front pockets and it really looked like it would fit all of my gear, cables, etc. I originally put it on my wish list because I will admit, you don't always want to spend your own money on stuff like this but my wife ended up surprising me with this and it was a great surprise.My guitar fits perfectly. It used to be a struggle getting my guitar in the old gig bag and zipping it shut. As mentioned, the curved headstock makes the guitar taller and the old gig bag always had the pointed tip of the headstock poking out of it because it just would not close.But this big closes all the way and it does have so much more padding than my previous bag. And the pockets - OH THE POCKETS! They fit ALL of my gear. I have my guitar cable, a set of full size sennheiser headphones, a line 6 pocket pod, all the allen wrenches, a tuner, and my tremelo neatly organized in all the separate pockets. And there is room for more if I need it!The bag does smell a little funky the first few days but it didn't stink up the house like some reviewers mentioned. Just open it up and let it air out in a part of the house where it won't bother anyone and it's fine after a day or two.One last thing about this bag is that it has a handle right up near the headstock. I did not know this but wow I had no idea how useful that could be. I tend to carry my guitar, in bag, up and down stairs a lot and being able to hold it in two places is extremely useful. Then you have the backpack handles as an option as well. I really cannot recommend this bag enough. I do agree with the other user who said the log on it is a little kiddie like, but I don't really care, the bag is too perfect for me to be bothered by that, and while the padding is great, I would not recommend this bag for checking your bag for air travel. It would be fine if you use it as a carry on but would not protect much in checked baggage, in case you want it for that kind of thing. I don't travel long distances with my guitar but if I did, I would use a hard case only for that as I have seen too many horror stories of smashed guitars on airlines lately.Hope that helps anyone out there looking for a gig bag with tons of room for your gear!",5.0,Perfect Bag for Me,1357862400,"01 11, 2013"
A2DKLC2FJTY9OI,B0000AQRST,J English,"[0, 0]","Good all around mike. If you are looking for a solid mike to start your studio, I recommend this one. Best used for guitar and mid range instrument recording but not bad on vocals. Best mike for the price and purpose.",5.0,Best in price range,1384387200,"11 14, 2013"
A2E2CJWPL1YMAR,B0002CZST4,Joel S Mellor,"[0, 0]","I replaced a set of strings that were very used with these Martins.  They are, as named, very light.  They are easy on my fingers and give great tone.  Quality company, great strings, great price!",5.0,My fingers love these.,1354320000,"12 1, 2012"
A2E4JXFRLSUX53,B0002E4Z8M,ANorton,"[0, 0]","I've been buying gear from Alto Music since 1980. I've trusted them with my guitars, and they've helped me make the right decisions for my needs and budget. Last year, I bought a set of Fender Custom Shop Texas Specials directly from Alto's web site. Over the past year, I received a bunch of Amazon gift certificates and wanted to get myself a Shure SM7b. When I saw that I could get the mic from Alto Music, it was a no brainer. I was purchasing from my local music store through Amazon. As for the mic, it's an SM7b, and it's everything I was looking for, despite it being a low output mic. It's smooth, has a sexy low end color, has no harshness, brittleness, or high frequency unpleasantness that can occur with some condensers. I'm recording in an untreated basement, and this mic is perfect for when I'm singing loud rock stuff; it only picks up what's right in front of it and none of the room. I'm using a Focusrite 2i2, which is great for loud singing, but I'm picking up a Cloudlifter for some more clean quiet gain to use this mic on acoustic guitars and softer vocals as well. For me the mic has been all it's cracked up to be.",5.0,Great microphone from a fantastic music store,1388707200,"01 3, 2014"
